,date,month,location-long,location-lat,individual-taxon-canonical-name,tag-local-identifier,species-generic-name
,2003-09-02,9,-131.74,65.456,Aquila chrysaetos,37434,Golden Eagle
,2003-09-04,9,-111.375,51.979,Aquila chrysaetos,37305,Golden Eagle
,2004-09-04,9,-164.783,68.714,Aquila chrysaetos,37307,Golden Eagle
,2005-08-31,9,-108.603,44.342,Aquila chrysaetos,18549,Golden Eagle
,2006-09-04,9,-135.744,59.583,Aquila chrysaetos,21260,Golden Eagle
,2015-10-01,10,-74.99999775,40.95,Ammodramus savannarum,U324,Grasshopper Sparrow
,2015-10-01,10,-76.15,38.7,Ammodramus savannarum,U325,Grasshopper Sparrow
,2015-10-01,10,-76.88741421,39.15,Ammodramus savannarum,U328,Grasshopper Sparrow
,2015-10-01,10,-76.39695945,40.95,Ammodramus savannarum,U332,Grasshopper Sparrow
,2015-10-01,10,-76.39692824,36.45,Ammodramus savannarum,U337,Grasshopper Sparrow
,2015-10-01,10,-70.2,41.4,Ammodramus savannarum,S715,Grasshopper Sparrow
,2015-10-01,10,-70.8,41.4,Ammodramus savannarum,S716,Grasshopper Sparrow
,2015-10-01,10,-70.77503529,45.45,Ammodramus savannarum,S717,Grasshopper Sparrow
,2015-10-01,10,-69.32862191,45,Ammodramus savannarum,S719,Grasshopper Sparrow
,2015-10-01,10,-71.87167416,42.75,Ammodramus savannarum,S721,Grasshopper Sparrow
,2015-10-01,10,-90,45,Ammodramus savannarum,U300,Grasshopper Sparrow
,2015-10-01,10,-97.38129973,34.2,Ammodramus savannarum,U361,Grasshopper Sparrow
,2015-10-01,10,-97.45223,38.7,Ammodramus savannarum,U381,Grasshopper Sparrow
,2016-10-01,10,-59.0233994,-22.0933247,Bartramia longicauda,146694,Upland Sandpiper
,2016-10-01,10,-63.176693,-9.2128124,Bartramia longicauda,146702,Upland Sandpiper
,2016-10-01,10,-63.2694397,-16.8560009,Bartramia longicauda,146690,Upland Sandpiper
,2016-10-02,10,-54.78829,-2.11489,Bartramia longicauda,158667,Upland Sandpiper
,2016-10-08,10,-52.33284,-12.3796101,Bartramia longicauda,146682,Upland Sandpiper
,2016-10-16,10,-76.09965,4.29221,Bartramia longicauda,158666,Upland Sandpiper
,1996-10-01,10,-103.155,39.78,Buteo swainsoni,SW16,Swainson's Hawk
,1996-10-01,10,-99.787,33.902,Buteo swainsoni,SW17,Swainson's Hawk
,1996-10-11,10,-108.17,32.122,Buteo swainsoni,SW26,Swainson's Hawk
,1996-10-13,10,-98.278,22.701,Buteo swainsoni,SW21,Swainson's Hawk
,1996-10-15,10,-88.479,13.788,Buteo swainsoni,SW28,Swainson's Hawk
,1996-10-03,10,-113.837,42.566,Buteo swainsoni,SW19,Swainson's Hawk
,1996-10-03,10,-100.017,31.425,Buteo swainsoni,SW40,Swainson's Hawk
,1997-10-15,10,-100.386,24.051,Buteo swainsoni,SW20,Swainson's Hawk
,1997-10-22,10,-98.415,21.258,Buteo swainsoni,SW33,Swainson's Hawk
,1997-10-04,10,-96.656,39.125,Buteo swainsoni,SW29,Swainson's Hawk
,2002-10-15,10,-114.271,40.424,Aquila chrysaetos,37433,Golden Eagle
,2002-10-16,10,-106.411,34.704,Aquila chrysaetos,37305,Golden Eagle
,2002-10-25,10,-114.271,40.424,Aquila chrysaetos,37434,Golden Eagle
,2003-10-01,10,-104.936,37.494,Aquila chrysaetos,26359,Golden Eagle
,2003-10-06,10,-111.561,46.896,Aquila chrysaetos,37304,Golden Eagle
,2003-10-06,10,-106.411,34.704,Aquila chrysaetos,37307,Golden Eagle
,2004-10-10,10,-106.411,34.704,Aquila chrysaetos,18549,Golden Eagle
,2006-10-03,10,-137.922,60.016,Aquila chrysaetos,21260,Golden Eagle
,2015-11-01,11,-80.61971669,27,Ammodramus savannarum,U324,Grasshopper Sparrow
,2015-11-01,11,-76.59574468,35.1,Ammodramus savannarum,U325,Grasshopper Sparrow
,2015-11-01,11,-81.14758148,24.3,Ammodramus savannarum,U328,Grasshopper Sparrow
,2015-11-01,11,-82.06241864,24.3,Ammodramus savannarum,U332,Grasshopper Sparrow
,2015-11-01,11,-80.78542067,26.55,Ammodramus savannarum,U337,Grasshopper Sparrow
,2015-11-01,11,-81.14,27.9,Ammodramus savannarum,S715,Grasshopper Sparrow
,2015-11-01,11,-81.8,26.55,Ammodramus savannarum,S716,Grasshopper Sparrow
,2015-11-01,11,-81.29,27,Ammodramus savannarum,S717,Grasshopper Sparrow
,2015-11-01,11,-78.31,35.1,Ammodramus savannarum,S719,Grasshopper Sparrow
,2015-11-01,11,-81.81822067,29.25,Ammodramus savannarum,S721,Grasshopper Sparrow
,2015-11-01,11,-98.46,26.55,Ammodramus savannarum,U300,Grasshopper Sparrow
,2015-11-01,11,-99.13,22.05,Ammodramus savannarum,U361,Grasshopper Sparrow
,2015-11-01,11,-98.18,27.9,Ammodramus savannarum,U381,Grasshopper Sparrow
,2016-11-01,11,-54.88118,-2.06704,Bartramia longicauda,158667,Upland Sandpiper
,2016-11-01,11,-55.5668335,-22.998003,Bartramia longicauda,146694,Upland Sandpiper
,2016-11-01,11,-56.9217682,-34.1525383,Bartramia longicauda,146690,Upland Sandpiper
,2016-11-08,11,-57.8040466,-13.1179905,Bartramia longicauda,146702,Upland Sandpiper
,2016-11-09,11,-57.06661,-31.58945,Bartramia longicauda,158666,Upland Sandpiper
,2016-11-15,11,-46.2809715,-12.272192,Bartramia longicauda,146682,Upland Sandpiper
,1997-10-29,11,-87.124,13.333,Buteo swainsoni,SW20,Swainson's Hawk
,1996-11-01,11,-72.907,-1.766,Buteo swainsoni,SW16,Swainson's Hawk
,1996-11-01,11,-71.921,-4.982,Buteo swainsoni,SW17,Swainson's Hawk
,1996-11-01,11,-79.517,7.87,Buteo swainsoni,SW26,Swainson's Hawk
,1996-11-01,11,-72.752,-2.553,Buteo swainsoni,SW40,Swainson's Hawk
,1996-11-02,11,-86.995,12.671,Buteo swainsoni,SW19,Swainson's Hawk
,1996-11-08,11,-72.242,-2.99,Buteo swainsoni,SW21,Swainson's Hawk
,1996-11-09,11,-65.587,-16.589,Buteo swainsoni,SW28,Swainson's Hawk
,1997-12-01,11,-60.76,-23.344,Buteo swainsoni,SW33,Swainson's Hawk
,1997-12-24,11,-62.617,-31.584,Buteo swainsoni,SW29,Swainson's Hawk
,2002-11-01,11,-105.79,31.65,Aquila chrysaetos,26359,Golden Eagle
,2002-11-01,11,-103.174,33.565,Aquila chrysaetos,37305,Golden Eagle
,2002-11-01,11,-112.552,38.672,Aquila chrysaetos,37434,Golden Eagle
,2002-11-02,11,-114.63,39.322,Aquila chrysaetos,37433,Golden Eagle
,2003-11-02,11,-104.626,34.472,Aquila chrysaetos,37304,Golden Eagle
,2003-11-05,11,-105.166,20.443,Aquila chrysaetos,37307,Golden Eagle
,2004-11-02,11,-105.828,34.875,Aquila chrysaetos,18549,Golden Eagle
,2005-11-01,11,-116.029,39.049,Aquila chrysaetos,21260,Golden Eagle
,2015-12-01,12,-79.50619684,24.75,Ammodramus savannarum,U324,Grasshopper Sparrow
,2015-12-01,12,-81.22566255,24.75,Ammodramus savannarum,U325,Grasshopper Sparrow
,2015-12-01,12,-79.62917582,18,Ammodramus savannarum,U328,Grasshopper Sparrow
,2015-12-01,12,-81.63934426,23.85,Ammodramus savannarum,U332,Grasshopper Sparrow
,2015-12-01,12,-83.48520645,21.6,Ammodramus savannarum,U337,Grasshopper Sparrow
,2015-12-01,12,-79.15231788,19.35,Ammodramus savannarum,S715,Grasshopper Sparrow
,2015-12-01,12,-81.8,26.1,Ammodramus savannarum,S716,Grasshopper Sparrow
,2015-12-01,12,-77.73282581,21.6,Ammodramus savannarum,S717,Grasshopper Sparrow
,2015-12-01,12,-81.6194332,22.05,Ammodramus savannarum,S719,Grasshopper Sparrow
,2015-12-01,12,-81.04972067,26.1,Ammodramus savannarum,S721,Grasshopper Sparrow
,2015-12-01,12,-101.8327007,20.25,Ammodramus savannarum,U300,Grasshopper Sparrow
,2015-12-01,12,-98.61,18.45,Ammodramus savannarum,U361,Grasshopper Sparrow
,2015-12-01,12,-96.25163752,16.65,Ammodramus savannarum,U381,Grasshopper Sparrow
,2016-12-01,12,-54.88417,-2.07705,Bartramia longicauda,158667,Upland Sandpiper
,2016-12-01,12,-63.8848114,-33.8955154,Bartramia longicauda,146694,Upland Sandpiper
,2016-12-01,12,-57.7985916,-13.1142788,Bartramia longicauda,146702,Upland Sandpiper
,2016-12-01,12,-46.3333511,-12.2857857,Bartramia longicauda,146682,Upland Sandpiper
,2016-12-01,12,-56.9188728,-34.152256,Bartramia longicauda,146690,Upland Sandpiper
,2016-12-05,12,-56.99418,-31.58488,Bartramia longicauda,158666,Upland Sandpiper
,1996-12-10,12,-62.028,-31.55,Buteo swainsoni,SW28,Swainson's Hawk
,1996-12-03,12,-63.442,-35.913,Buteo swainsoni,SW16,Swainson's Hawk
,1996-12-04,12,-62.693,-22.011,Buteo swainsoni,SW19,Swainson's Hawk
,1996-12-04,12,-64.226,-35.478,Buteo swainsoni,SW26,Swainson's Hawk
,1996-12-05,12,-62.033,-31.597,Buteo swainsoni,SW21,Swainson's Hawk
,1996-12-06,12,-63.721,-35.279,Buteo swainsoni,SW17,Swainson's Hawk
,1996-12-07,12,-63.828,-33.652,Buteo swainsoni,SW40,Swainson's Hawk
,1997-12-26,12,-61.946,-31.813,Buteo swainsoni,SW33,Swainson's Hawk
,1997-12-05,12,-62.378,-31.411,Buteo swainsoni,SW29,Swainson's Hawk
,1997-12-06,12,-63.187,-33.055,Buteo swainsoni,SW20,Swainson's Hawk
,2002-12-02,12,-105.173,32.576,Aquila chrysaetos,26359,Golden Eagle
,2002-12-07,12,-106.224,36.959,Aquila chrysaetos,37434,Golden Eagle
,2002-12-08,12,-112.662,38.035,Aquila chrysaetos,37433,Golden Eagle
,2002-12-14,12,-104.276,33.18,Aquila chrysaetos,37305,Golden Eagle
,2003-12-03,12,-105.188,20.302,Aquila chrysaetos,37307,Golden Eagle
,2003-12-04,12,-104.364,30.581,Aquila chrysaetos,37304,Golden Eagle
,2004-12-03,12,-105.928,34.941,Aquila chrysaetos,18549,Golden Eagle
,2005-12-02,12,-106.575,36.003,Aquila chrysaetos,21260,Golden Eagle
